plant_id,gourd_type,variety_name,planting_date,days_since_planting,season,region_climate,avg_temperature,avg_humidity,avg_rainfall_mm,sunlight_hours,soil_ph,soil_moisture,soil_type,fertilizer_type,fertilizer_frequency,watering_frequency,plant_health_score,vine_length_cm,leaf_count,predicted_days_to_flower,actual_days_to_flower,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate,days_to_pollination_result,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
PLT_01295,cucumber,pipino_native,2025-05-19,49,dry,subtropical,32.6,58.2,9.8,7.9,6.4,58.2,sandy,none,none,every_other_day,3,126.8,17,38,39.0,5,3,0,1,1,0.36,3,40,0,,
PLT_01296,squash,kalabasa,2024-11-21,36,wet,subtropical,28.1,84.0,11.8,6.7,7.1,53.1,silty,chemical,biweekly,twice_daily,3,179.8,24,48,,0,0,1,0,0,0.523,3,59,0,,
PLT_01297,cucumber,pipino_japanese,2025-01-04,116,dry,tropical_highland,27.9,69.7,9.4,7.3,6.2,63.9,clay,none,weekly,daily,5,565.8,100,35,34.0,62,30,0,30,14,0.511,8,35,14,0.24,3.36
PLT_01298,bottle_gourd,upo_round,2024-09-14,47,wet,tropical_lowland,28.9,88.4,19.6,4.0,6.4,74.6,silty,none,none,daily,3,211.5,43,51,,0,0,0,0,0,0.449,7,54,0,,
PLT_01299,bottle_gourd,upo_round,2025-10-15,54,wet,tropical_highland,32.0,82.9,23.9,5.5,6.3,74.4,sandy,mixed,none,daily,4,368.7,62,46,44.0,19,9,1,9,3,0.531,8,54,0,,
PLT_01300,bitter_gourd,ampalaya_hybrid,2024-09-23,91,wet,subtropical,30.4,79.9,10.6,5.9,6.4,77.7,clay,chemical,monthly,every_other_day,3,317.8,53,47,45.0,51,14,1,12,7,0.526,5,50,0,,
PLT_01301,squash,kalabasa,2025-02-17,58,dry,tropical_lowland,24.4,64.0,6.8,7.3,6.4,78.3,sandy,mixed,monthly,daily,4,306.5,54,42,44.0,39,12,0,11,7,0.592,8,57,0,,
PLT_01302,squash,kalabasa_native,2025-05-16,71,dry,tropical_lowland,26.8,73.0,4.3,9.4,6.3,75.5,silty,mixed,weekly,every_other_day,4,585.6,99,40,38.0,50,18,1,16,9,0.582,6,54,0,,
PLT_01303,squash,kalabasa,2024-11-09,91,wet,tropical_highland,26.1,74.2,20.7,5.4,6.5,57.4,loamy,organic,none,every_other_day,5,772.3,100,42,45.0,93,26,0,26,17,0.667,6,54,0,,
PLT_01304,bitter_gourd,ampalaya_oblong,2024-02-08,71,dry,tropical_lowland,25.4,62.5,6.6,9.0,7.0,54.2,sandy,none,monthly,daily,4,367.0,60,43,41.0,33,13,1,11,5,0.433,6,51,0,,
PLT_01305,sponge_gourd,patola_ridged,2024-06-26,97,wet,tropical_lowland,31.1,71.2,14.5,4.8,6.3,74.1,sandy,none,none,every_other_day,3,309.9,52,43,40.0,39,16,0,15,6,0.344,8,51,6,0.37,2.22
PLT_01306,sponge_gourd,patola,2025-09-27,75,wet,subtropical,26.9,85.1,24.4,5.1,5.9,50.4,loamy,mixed,weekly,daily,5,420.5,63,36,37.0,44,21,1,21,16,0.673,4,46,0,,
PLT_01307,cucumber,pipino_native,2025-06-20,64,wet,tropical_highland,31.6,76.9,23.5,4.6,6.7,53.9,loamy,chemical,none,daily,4,256.1,38,34,32.0,33,15,0,15,7,0.363,8,41,0,,
PLT_01308,sponge_gourd,patola_ridged,2024-05-20,104,dry,tropical_highland,24.3,69.2,3.3,7.5,6.5,65.2,silty,none,weekly,twice_daily,4,585.8,96,42,41.0,72,30,1,29,13,0.387,10,45,13,0.3,3.9
PLT_01309,bottle_gourd,upo_long,2024-06-20,110,wet,subtropical,31.8,88.9,19.7,7.0,6.7,52.1,clay,mixed,monthly,every_other_day,4,945.2,100,47,50.0,68,30,1,29,15,0.531,8,54,15,1.42,21.3
PLT_01310,sponge_gourd,patola,2025-09-20,118,wet,tropical_lowland,28.7,76.8,19.4,5.3,6.7,78.1,sandy,mixed,weekly,daily,4,833.7,100,39,36.0,66,30,1,26,15,0.61,3,46,15,0.75,11.25
PLT_01311,sponge_gourd,patola_smooth,2024-06-08,46,wet,tropical_lowland,30.8,85.0,10.7,6.4,6.0,56.7,sandy,chemical,weekly,daily,3,229.3,34,42,41.0,3,1,1,1,0,0.506,6,43,0,,
PLT_01312,cucumber,pipino,2024-12-14,42,dry,tropical_highland,29.1,60.7,3.5,7.1,7.2,68.7,sandy,none,biweekly,every_other_day,4,194.0,32,31,32.0,11,6,0,6,4,0.361,9,31,0,,
PLT_01313,cucumber,pipino,2025-09-26,111,wet,subtropical,27.7,73.6,21.1,6.5,6.0,51.0,silty,chemical,none,twice_daily,4,642.4,100,36,33.0,54,30,1,28,17,0.557,5,39,17,0.24,4.08
PLT_01314,sponge_gourd,patola_ridged,2024-05-12,38,dry,subtropical,30.9,61.1,6.2,7.8,5.9,77.4,sandy,mixed,monthly,daily,3,177.7,35,42,,0,0,1,0,0,0.51,5,47,0,,
PLT_01315,bitter_gourd,ampalaya_hybrid,2025-07-10,55,wet,subtropical,27.7,87.8,13.5,6.8,6.5,71.5,sandy,chemical,weekly,daily,3,283.6,43,42,39.0,8,3,1,0,0,0.425,7,49,0,,
PLT_01316,cucumber,pipino_native,2024-03-01,63,dry,tropical_lowland,31.1,64.1,5.5,7.4,6.9,73.5,loamy,organic,biweekly,twice_daily,4,202.0,32,32,33.0,41,18,0,18,11,0.572,8,39,0,,
PLT_01317,cucumber,pipino_japanese,2024-06-18,74,wet,tropical_highland,27.4,79.1,13.7,5.1,6.5,51.6,loamy,none,biweekly,daily,4,406.0,70,38,36.0,50,20,1,18,8,0.433,7,38,0,,
PLT_01318,bottle_gourd,upo_round,2025-01-23,41,dry,tropical_highland,26.1,68.5,7.1,10.0,6.6,58.1,loamy,mixed,biweekly,every_other_day,5,367.3,56,43,,0,0,1,0,0,0.736,10,52,0,,
PLT_01319,squash,kalabasa,2025-11-04,53,wet,tropical_highland,26.3,78.6,25.2,6.9,7.2,62.7,loamy,none,weekly,every_other_day,4,331.1,50,49,51.0,23,6,1,5,1,0.455,4,59,0,,
PLT_01320,bottle_gourd,upo_long,2024-08-08,53,wet,tropical_lowland,27.0,74.1,29.8,6.3,7.1,58.9,sandy,chemical,weekly,twice_daily,3,277.4,40,48,45.0,2,1,0,0,0,0.402,9,61,0,,
PLT_01321,sponge_gourd,patola_ridged,2025-03-13,100,dry,subtropical,26.1,61.6,5.6,9.2,6.5,65.8,loamy,mixed,biweekly,every_other_day,4,407.1,79,39,37.0,78,26,0,23,12,0.527,8,49,12,0.5,6.0
PLT_01322,squash,kalabasa,2025-08-14,45,wet,tropical_lowland,27.9,79.3,12.9,5.1,7.0,51.1,clay,mixed,monthly,twice_daily,4,430.9,71,42,45.0,19,5,1,4,4,0.688,6,57,0,,
PLT_01323,sponge_gourd,patola,2025-02-06,103,dry,subtropical,29.4,74.8,0.4,7.7,6.4,63.5,loamy,mixed,monthly,twice_daily,4,430.6,64,40,43.0,89,30,1,26,13,0.549,10,50,13,0.66,8.58
PLT_01324,cucumber,pipino,2025-08-19,50,wet,subtropical,30.6,82.7,14.7,6.6,6.8,72.3,sandy,chemical,none,daily,4,237.1,34,34,31.0,7,4,0,4,3,0.461,10,40,0,,
PLT_01325,cucumber,pipino_native,2024-08-07,49,wet,tropical_highland,30.3,89.9,15.2,6.2,6.6,59.4,clay,chemical,biweekly,daily,4,227.2,35,34,34.0,8,4,1,0,0,0.426,5,39,0,,
PLT_01326,squash,kalabasa,2024-02-25,100,dry,tropical_highland,34.6,62.9,0.3,7.7,7.1,50.4,sandy,organic,weekly,twice_daily,4,643.2,100,41,43.0,79,30,1,29,19,0.599,10,60,0,,
PLT_01327,sponge_gourd,patola_ridged,2024-08-03,98,wet,tropical_highland,31.4,83.8,29.4,5.5,6.7,67.3,clay,chemical,biweekly,every_other_day,4,644.7,100,39,38.0,64,29,1,25,13,0.571,3,42,13,0.59,7.67
PLT_01328,cucumber,pipino_native,2024-08-29,38,wet,tropical_lowland,30.1,89.9,10.6,4.3,5.9,62.0,loamy,mixed,weekly,twice_daily,4,198.0,35,33,36.0,10,4,1,1,0,0.511,4,38,0,,
PLT_01329,squash,kalabasa,2024-06-01,55,wet,subtropical,26.3,87.0,24.6,6.1,6.3,61.4,clay,organic,weekly,twice_daily,4,285.7,43,43,46.0,32,9,0,9,4,0.592,3,56,0,,
PLT_01330,bitter_gourd,ampalaya_hybrid,2024-07-20,117,wet,tropical_lowland,30.7,81.6,15.7,6.2,6.6,50.4,silty,none,weekly,daily,5,966.1,100,43,45.0,115,30,0,26,10,0.44,9,40,10,0.3,3.0
PLT_01331,bottle_gourd,upo_smooth,2024-06-03,119,wet,subtropical,28.7,87.9,25.8,4.4,6.7,79.9,sandy,chemical,weekly,every_other_day,4,961.1,100,47,50.0,93,30,1,27,10,0.432,4,64,10,2.78,27.8
PLT_01332,bitter_gourd,ampalaya_bilog,2025-11-20,46,wet,tropical_lowland,30.7,75.4,12.9,4.9,6.5,60.3,loamy,none,none,daily,4,254.3,43,43,45.0,3,1,0,0,0,0.3,10,51,0,,
PLT_01333,squash,kalabasa_native,2024-12-17,67,dry,subtropical,27.1,73.1,1.8,9.0,7.1,66.2,sandy,chemical,biweekly,daily,2,168.9,18,46,44.0,18,5,1,3,0,0.432,3,57,0,,
PLT_01334,sponge_gourd,patola_ridged,2025-04-11,42,dry,subtropical,29.0,70.5,4.4,7.1,6.8,76.5,loamy,chemical,monthly,daily,3,146.5,27,45,,0,0,0,0,0,0.406,3,45,0,,
PLT_01335,cucumber,pipino_native,2025-11-30,115,wet,tropical_highland,28.6,88.6,20.4,4.6,6.2,61.5,sandy,mixed,weekly,every_other_day,3,360.3,52,38,36.0,44,28,1,25,15,0.529,7,39,15,0.34,5.1
PLT_01336,squash,kalabasa,2024-01-18,113,dry,tropical_lowland,31.9,67.2,8.5,7.8,7.0,62.0,clay,mixed,none,daily,4,620.4,95,39,42.0,119,30,1,27,18,0.578,8,53,18,2.62,47.16
PLT_01337,squash,kalabasa_native,2025-12-12,45,dry,subtropical,24.8,58.0,0.4,7.9,7.0,60.2,loamy,organic,biweekly,twice_daily,4,449.2,71,39,38.0,8,2,0,1,0,0.473,8,56,0,,
PLT_01338,sponge_gourd,patola,2025-01-31,49,dry,tropical_lowland,26.6,73.6,9.8,9.4,6.2,62.1,sandy,organic,monthly,daily,3,281.4,45,40,39.0,2,1,0,1,0,0.468,9,49,0,,
PLT_01339,bottle_gourd,upo_long,2025-09-20,51,wet,tropical_highland,28.6,82.6,17.7,5.1,5.8,74.1,sandy,none,monthly,daily,3,232.5,45,54,,0,0,1,0,0,0.452,3,59,0,,
PLT_01340,cucumber,pipino_japanese,2024-03-28,46,dry,tropical_highland,33.8,68.7,4.1,8.1,6.8,72.2,loamy,none,biweekly,daily,3,199.3,37,36,35.0,8,4,1,0,0,0.361,8,43,0,,
PLT_01341,bitter_gourd,ampalaya_bilog,2024-06-11,45,wet,tropical_highland,28.1,87.5,11.0,5.5,6.5,72.5,clay,organic,biweekly,daily,4,305.0,46,38,38.0,3,1,1,1,1,0.628,10,44,0,,
PLT_01342,squash,kalabasa,2024-11-11,66,wet,tropical_lowland,31.3,85.1,21.9,4.0,7.0,63.3,clay,none,monthly,twice_daily,5,698.9,100,45,43.0,39,15,1,12,5,0.421,10,57,0,,
PLT_01343,cucumber,pipino_japanese,2024-09-14,37,wet,tropical_lowland,28.1,72.4,12.9,4.6,6.3,76.8,loamy,organic,weekly,every_other_day,5,150.2,23,28,25.0,7,3,1,0,0,0.843,3,35,0,,
PLT_01344,squash,kalabasa,2025-02-26,41,dry,subtropical,32.5,58.9,5.6,7.2,6.3,56.8,loamy,none,none,twice_daily,4,359.0,69,46,,0,0,1,0,0,0.37,9,56,0,,
PLT_01345,squash,kalabasa,2024-02-13,48,dry,subtropical,32.1,71.7,9.0,8.7,6.9,72.6,loamy,mixed,none,daily,4,257.0,41,42,39.0,4,1,1,0,0,0.513,8,61,0,,
PLT_01346,bitter_gourd,ampalaya_bilog,2025-04-19,61,dry,tropical_lowland,31.6,59.1,0.6,8.6,6.8,79.9,loamy,none,none,daily,4,313.9,51,46,49.0,14,4,1,1,0,0.398,4,48,0,,
PLT_01347,sponge_gourd,patola_ridged,2024-10-21,81,wet,subtropical,26.5,70.4,17.4,6.2,6.0,68.2,clay,none,monthly,daily,4,582.7,98,41,41.0,39,17,0,14,5,0.465,3,44,0,,
PLT_01348,sponge_gourd,patola_ridged,2024-07-05,84,wet,tropical_highland,27.7,73.7,23.5,6.1,6.7,62.5,clay,none,none,every_other_day,4,533.8,90,37,35.0,48,22,1,19,7,0.453,3,42,7,0.41,2.87
PLT_01349,bottle_gourd,upo_round,2025-11-18,85,wet,subtropical,27.5,87.9,20.6,5.5,6.8,78.5,silty,chemical,none,twice_daily,3,394.5,75,49,46.0,35,15,1,12,4,0.461,8,63,0,,
PLT_01350,bottle_gourd,upo_smooth,2025-06-21,64,wet,subtropical,28.7,87.3,27.4,5.4,7.2,52.3,silty,organic,weekly,daily,4,442.0,80,48,49.0,22,10,1,6,4,0.611,8,55,0,,
PLT_01351,bitter_gourd,ampalaya_bilog,2024-01-26,89,dry,subtropical,33.5,68.5,6.6,8.8,6.1,62.8,loamy,none,none,every_other_day,4,361.0,64,48,46.0,62,16,1,12,2,0.368,7,48,0,,
PLT_01352,squash,kalabasa,2025-07-10,115,wet,subtropical,28.7,78.2,26.7,5.1,5.9,52.0,clay,organic,monthly,daily,3,741.1,100,43,44.0,62,22,0,19,9,0.59,7,60,9,2.39,21.51
PLT_01353,bitter_gourd,ampalaya_hybrid,2025-05-28,97,dry,subtropical,30.6,68.7,4.7,8.0,6.7,79.3,clay,none,none,every_other_day,2,261.6,44,45,45.0,48,16,1,12,3,0.341,10,51,3,0.15,0.45
PLT_01354,bitter_gourd,ampalaya_oblong,2025-12-02,78,dry,tropical_highland,28.4,57.1,0.2,9.5,7.1,56.2,silty,mixed,weekly,twice_daily,3,320.6,55,38,38.0,35,11,0,10,5,0.512,3,46,0,,
PLT_01355,sponge_gourd,patola,2025-08-07,53,wet,subtropical,26.8,71.1,25.4,6.0,6.5,64.0,sandy,chemical,monthly,twice_daily,2,147.6,42,42,43.0,5,2,1,2,2,0.452,7,47,0,,
PLT_01356,squash,kalabasa_native,2024-04-26,85,dry,subtropical,28.5,62.5,5.4,8.4,7.0,70.9,loamy,organic,monthly,daily,5,1047.1,100,41,44.0,79,23,0,22,11,0.612,10,51,0,,
PLT_01357,bitter_gourd,ampalaya_bilog,2024-06-24,115,wet,tropical_lowland,31.9,78.4,14.2,5.6,6.7,59.5,silty,organic,biweekly,every_other_day,4,572.7,89,40,39.0,80,30,1,28,14,0.556,4,46,14,0.46,6.44
PLT_01358,squash,kalabasa_hybrid,2025-12-01,86,dry,subtropical,34.2,55.5,9.9,9.1,6.5,61.7,silty,chemical,weekly,daily,4,697.8,100,40,41.0,45,17,1,17,9,0.406,7,59,0,,
PLT_01359,bitter_gourd,ampalaya_hybrid,2024-02-01,47,dry,subtropical,24.2,66.1,5.8,8.3,5.9,76.8,silty,mixed,monthly,every_other_day,3,195.0,29,43,43.0,3,1,1,1,1,0.534,6,52,0,,
PLT_01360,sponge_gourd,patola_smooth,2025-06-03,63,wet,subtropical,27.2,87.2,16.9,6.8,5.9,64.6,loamy,chemical,weekly,daily,4,446.4,77,36,33.0,45,17,0,16,8,0.472,10,45,0,,
PLT_01361,bottle_gourd,upo_long,2024-07-03,112,wet,tropical_lowland,28.9,73.9,29.9,6.7,6.2,66.2,loamy,mixed,none,daily,5,1221.0,100,42,43.0,82,30,1,30,20,0.644,7,55,20,2.28,45.6
PLT_01362,cucumber,pipino_native,2025-11-17,115,wet,subtropical,28.8,83.4,15.2,5.0,7.1,70.4,sandy,none,none,every_other_day,3,399.5,70,37,36.0,74,30,1,26,9,0.343,3,38,9,0.28,2.52
PLT_01363,bitter_gourd,ampalaya_oblong,2024-08-22,84,wet,tropical_highland,28.3,73.2,27.8,7.0,6.6,73.2,loamy,none,weekly,twice_daily,4,347.1,51,46,45.0,36,14,1,14,5,0.447,5,42,0,,
PLT_01364,squash,kalabasa_hybrid,2025-11-21,43,wet,subtropical,30.8,70.2,26.9,6.9,6.8,72.0,sandy,mixed,none,twice_daily,4,332.3,62,41,38.0,17,5,1,4,2,0.694,7,58,0,,
PLT_01365,cucumber,pipino_native,2025-09-11,61,wet,tropical_highland,26.5,77.1,18.7,4.8,6.0,54.2,clay,none,none,every_other_day,3,145.9,20,33,34.0,21,10,1,9,2,0.44,7,40,0,,
PLT_01366,bottle_gourd,upo_smooth,2024-11-15,73,wet,subtropical,30.5,81.5,27.0,4.5,5.8,70.7,silty,organic,biweekly,every_other_day,4,548.6,96,43,43.0,37,11,0,8,4,0.47,6,53,0,,
PLT_01367,squash,kalabasa_hybrid,2024-10-08,98,wet,tropical_highland,26.6,72.6,11.2,4.3,6.4,59.6,sandy,organic,biweekly,twice_daily,4,874.5,100,42,40.0,100,28,1,28,18,0.679,3,53,18,4.45,80.1
PLT_01368,cucumber,pipino_japanese,2024-09-21,32,wet,tropical_lowland,28.0,74.4,27.4,6.7,6.3,60.6,sandy,none,weekly,twice_daily,3,76.5,15,38,,0,0,1,0,0,0.444,4,40,0,,
PLT_01369,bitter_gourd,ampalaya_bilog,2024-11-03,106,wet,tropical_lowland,27.6,88.2,29.0,4.8,6.9,57.2,loamy,chemical,monthly,every_other_day,4,502.6,88,43,41.0,82,27,1,24,14,0.55,4,49,14,0.44,6.16
PLT_01370,cucumber,pipino,2025-05-01,62,dry,subtropical,28.8,65.7,2.8,7.5,6.5,63.9,clay,chemical,biweekly,daily,4,298.3,50,35,32.0,29,14,1,10,7,0.586,8,38,0,,
PLT_01371,sponge_gourd,patola_smooth,2024-06-18,45,wet,subtropical,28.5,80.0,20.4,4.6,6.8,77.1,clay,none,biweekly,twice_daily,3,219.2,31,45,44.0,3,1,1,0,0,0.493,6,50,0,,
PLT_01372,bitter_gourd,ampalaya_hybrid,2024-10-07,91,wet,subtropical,30.6,87.4,10.4,4.7,5.9,63.3,silty,none,weekly,twice_daily,4,596.0,100,44,45.0,57,19,1,16,7,0.466,3,47,7,0.3,2.1
PLT_01373,cucumber,pipino_japanese,2024-01-03,86,dry,subtropical,32.7,59.7,9.5,8.7,6.9,52.7,sandy,organic,monthly,daily,5,605.3,100,31,29.0,58,30,1,26,16,0.644,8,38,16,0.2,3.2
PLT_01374,cucumber,pipino_japanese,2025-02-07,109,dry,subtropical,27.8,68.3,4.8,9.2,7.1,53.5,silty,chemical,none,every_other_day,3,346.9,62,33,36.0,46,30,1,30,16,0.506,7,37,16,0.24,3.84
PLT_01375,sponge_gourd,patola_smooth,2024-04-02,45,dry,tropical_highland,33.9,69.8,9.7,8.8,6.1,59.8,clay,mixed,weekly,daily,4,301.1,39,37,35.0,6,3,1,1,0,0.606,10,47,0,,
PLT_01376,cucumber,pipino_native,2025-12-14,90,dry,tropical_lowland,25.2,69.5,3.9,7.2,6.9,67.4,loamy,mixed,weekly,daily,4,282.2,46,33,33.0,39,23,1,19,12,0.672,9,41,12,0.22,2.64
PLT_01377,bottle_gourd,upo_long,2024-11-17,77,wet,subtropical,26.4,87.2,16.3,4.6,6.5,77.3,sandy,organic,monthly,twice_daily,3,460.6,73,49,51.0,17,6,0,2,0,0.568,3,60,0,,
PLT_01378,squash,kalabasa_native,2025-10-28,36,wet,tropical_highland,31.5,78.5,15.9,5.9,6.4,67.8,sandy,mixed,monthly,daily,4,264.5,43,40,,0,0,0,0,0,0.568,9,57,0,,
PLT_01379,sponge_gourd,patola_ridged,2025-11-29,36,wet,tropical_highland,29.0,73.3,18.3,6.4,6.4,70.9,silty,none,none,twice_daily,3,194.0,33,44,,0,0,0,0,0,0.327,9,45,0,,
PLT_01380,bitter_gourd,ampalaya_oblong,2024-06-14,86,wet,tropical_highland,30.2,84.9,24.6,5.2,6.7,67.3,clay,none,monthly,twice_daily,5,735.5,100,47,50.0,67,24,1,20,10,0.422,10,42,0,,
PLT_01381,bottle_gourd,upo_smooth,2024-11-22,77,wet,tropical_highland,29.8,72.6,27.6,6.5,6.7,63.8,loamy,none,biweekly,daily,5,699.5,100,48,47.0,46,17,1,16,8,0.537,5,53,0,,
PLT_01382,sponge_gourd,patola,2025-12-18,107,dry,tropical_lowland,31.7,74.1,9.6,8.7,6.6,55.6,loamy,none,monthly,every_other_day,3,412.4,70,43,46.0,61,23,0,19,4,0.342,9,48,4,0.72,2.88
PLT_01383,bitter_gourd,ampalaya_bilog,2024-07-10,84,wet,tropical_lowland,27.9,71.3,11.5,4.8,6.0,73.2,sandy,mixed,biweekly,twice_daily,5,474.8,89,38,41.0,104,30,1,29,20,0.692,9,47,0,,
PLT_01384,squash,kalabasa,2024-11-19,52,wet,subtropical,27.4,79.9,27.7,4.2,5.9,57.0,silty,organic,weekly,daily,4,309.5,55,39,42.0,22,7,1,3,0,0.583,8,57,0,,
PLT_01385,squash,kalabasa_hybrid,2024-09-14,31,wet,tropical_highland,27.8,82.3,28.9,6.0,6.9,61.0,silty,organic,weekly,every_other_day,4,280.1,53,38,,0,0,0,0,0,0.554,9,52,0,,
PLT_01386,cucumber,pipino_native,2025-12-29,103,dry,tropical_lowland,33.6,55.5,3.2,7.6,7.1,70.1,sandy,chemical,weekly,daily,3,276.6,46,33,35.0,43,25,1,21,10,0.454,10,39,10,0.31,3.1
PLT_01387,sponge_gourd,patola,2025-02-22,44,dry,tropical_highland,31.3,62.4,8.1,8.6,5.9,73.9,silty,organic,biweekly,every_other_day,4,201.8,32,35,33.0,8,3,0,2,0,0.555,10,49,0,,
PLT_01388,sponge_gourd,patola_ridged,2025-03-16,74,dry,tropical_highland,26.1,59.4,0.5,7.7,6.3,75.0,silty,organic,none,every_other_day,5,532.6,85,38,36.0,53,19,0,17,12,0.575,5,47,0,,
PLT_01389,squash,kalabasa_hybrid,2024-05-06,64,dry,subtropical,33.0,68.0,4.2,7.7,5.9,66.1,sandy,mixed,monthly,twice_daily,4,566.1,92,42,41.0,20,7,0,6,3,0.553,7,58,0,,
PLT_01390,cucumber,pipino_japanese,2024-10-19,47,wet,subtropical,27.5,80.5,14.7,6.4,6.3,75.0,sandy,chemical,weekly,daily,4,188.0,29,36,37.0,10,5,0,4,2,0.432,10,38,0,,
PLT_01391,cucumber,pipino_japanese,2024-03-27,67,dry,subtropical,34.4,66.5,5.1,9.5,7.0,65.7,silty,chemical,biweekly,every_other_day,4,272.2,35,33,31.0,27,14,1,10,4,0.497,9,40,0,,
PLT_01392,cucumber,pipino_japanese,2024-03-15,79,dry,tropical_lowland,35.0,70.7,2.7,7.8,6.3,75.3,loamy,organic,weekly,every_other_day,5,363.5,64,32,32.0,45,26,1,24,15,0.622,6,33,15,0.36,5.4
PLT_01393,bottle_gourd,upo_long,2025-09-15,59,wet,subtropical,30.6,86.3,20.4,6.7,6.3,54.7,sandy,mixed,biweekly,twice_daily,4,496.7,88,49,52.0,10,5,0,1,1,0.416,4,60,0,,
PLT_01394,cucumber,pipino_japanese,2025-02-09,52,dry,tropical_highland,28.1,59.3,5.4,9.5,6.3,57.6,clay,organic,none,twice_daily,4,176.1,34,33,30.0,22,9,0,7,4,0.56,7,45,0,,
PLT_01395,bottle_gourd,upo_round,2025-06-28,109,wet,subtropical,28.3,88.0,14.9,4.9,6.0,72.8,clay,organic,none,every_other_day,5,800.3,100,46,48.0,76,30,1,30,19,0.685,3,52,19,2.9,55.1
PLT_01396,sponge_gourd,patola,2025-10-28,95,wet,subtropical,26.2,81.0,29.4,6.9,6.2,63.2,loamy,chemical,none,every_other_day,4,422.9,76,35,36.0,83,28,1,27,15,0.464,9,46,15,0.48,7.2
PLT_01397,bottle_gourd,upo_round,2025-06-10,104,wet,subtropical,27.6,82.0,28.6,6.6,6.4,74.8,loamy,mixed,monthly,twice_daily,4,929.1,100,45,43.0,87,25,1,21,11,0.538,10,56,11,3.34,36.74
PLT_01398,cucumber,pipino,2024-09-16,62,wet,subtropical,29.1,70.1,17.5,4.3,6.4,73.7,loamy,organic,none,every_other_day,4,289.6,40,28,28.0,29,14,0,11,8,0.548,6,40,0,,
PLT_01399,squash,kalabasa,2024-06-15,112,wet,tropical_lowland,30.9,81.3,16.0,4.9,6.3,68.7,sandy,organic,biweekly,daily,4,882.0,100,41,42.0,77,30,1,29,17,0.604,6,52,17,2.96,50.32
PLT_01400,bitter_gourd,ampalaya_hybrid,2025-06-11,35,wet,tropical_lowland,31.0,82.5,24.7,5.0,7.1,71.3,sandy,chemical,biweekly,daily,3,177.3,21,39,,0,0,1,0,0,0.573,3,51,0,,
PLT_01401,bottle_gourd,upo_smooth,2024-08-23,85,wet,subtropical,28.5,74.5,24.5,5.8,6.5,68.7,loamy,organic,none,twice_daily,5,934.2,100,42,42.0,70,27,0,23,17,0.649,10,54,0,,
PLT_01402,bitter_gourd,ampalaya_hybrid,2024-05-04,79,dry,tropical_highland,30.0,73.5,5.4,8.5,5.9,52.1,loamy,mixed,biweekly,twice_daily,5,645.4,95,37,39.0,72,21,0,18,11,0.527,7,48,0,,
PLT_01403,bitter_gourd,ampalaya_hybrid,2024-09-06,100,wet,subtropical,31.0,73.3,11.1,4.6,6.2,58.5,loamy,none,monthly,twice_daily,3,452.2,79,47,50.0,64,17,0,15,7,0.37,8,50,7,0.39,2.73
PLT_01404,bitter_gourd,ampalaya_bilog,2024-04-10,53,dry,tropical_highland,30.9,67.5,1.5,8.6,6.3,63.3,sandy,organic,none,twice_daily,4,269.2,45,37,40.0,10,4,0,2,1,0.588,9,47,0,,
PLT_01405,sponge_gourd,patola,2024-03-17,79,dry,tropical_highland,29.3,57.7,3.8,7.3,6.1,51.6,loamy,none,none,every_other_day,4,501.2,77,42,41.0,45,19,0,15,4,0.387,9,45,0,,
PLT_01406,bitter_gourd,ampalaya_hybrid,2024-03-29,99,dry,subtropical,33.2,61.4,3.4,9.3,6.9,56.9,sandy,mixed,weekly,twice_daily,5,763.3,100,40,40.0,118,30,0,30,18,0.522,7,46,18,0.36,6.48
PLT_01407,squash,kalabasa_hybrid,2024-02-12,83,dry,subtropical,27.2,63.7,4.9,7.2,6.5,62.8,loamy,mixed,biweekly,twice_daily,5,614.8,99,44,46.0,75,27,0,27,14,0.539,9,56,0,,
PLT_01408,squash,kalabasa_hybrid,2025-08-04,88,wet,tropical_highland,28.5,76.3,28.2,6.9,6.5,58.7,silty,chemical,none,every_other_day,4,776.9,100,42,43.0,63,17,1,17,9,0.487,4,55,0,,
PLT_01409,cucumber,pipino_native,2025-11-29,105,wet,tropical_highland,29.5,78.4,14.1,5.3,6.7,52.1,loamy,mixed,weekly,twice_daily,5,418.4,77,33,30.0,69,30,0,29,15,0.578,10,36,15,0.27,4.05
PLT_01410,squash,kalabasa,2025-12-10,85,dry,tropical_highland,24.5,66.2,4.1,9.3,6.4,70.5,sandy,organic,weekly,daily,5,855.5,100,43,40.0,84,25,1,25,18,0.627,5,57,0,,
PLT_01411,bitter_gourd,ampalaya_hybrid,2024-11-05,89,wet,tropical_highland,28.2,76.3,24.2,4.5,5.8,67.9,loamy,mixed,biweekly,daily,4,565.0,94,42,42.0,82,23,0,21,12,0.652,10,46,12,0.27,3.24
PLT_01412,bitter_gourd,ampalaya_hybrid,2024-10-24,107,wet,tropical_highland,27.3,79.0,27.7,5.0,6.3,75.8,sandy,none,monthly,twice_daily,4,704.3,100,48,45.0,81,25,1,21,11,0.423,5,48,11,0.21,2.31
